activity_id,user_id,activity_date,activity_type,session_duration_min,pages_viewed
A043091,U08633,2025-01-12,Purchase,23,15
A043092,U08633,2025-02-10,Browse,50,19
A043093,U08633,2025-03-16,Login,59,5
A043094,U08634,2024-03-17,Feature Use,13,19
A043095,U08635,2024-02-05,Browse,44,6
A043096,U08635,2024-03-08,Cart,2,13
A043097,U08635,2024-04-06,Feature Use,25,11
A043098,U08635,2024-05-04,Purchase,16,13
A043099,U08635,2024-06-07,Login,34,3
A043100,U08635,2024-07-07,Login,32,16
A043101,U08635,2024-08-03,Browse,30,10
A043102,U08635,2024-09-01,Cart,56,18
A043103,U08635,2024-10-02,Feature Use,55,12
A043104,U08635,2024-11-01,Browse,47,17
A043105,U08635,2024-12-02,Feature Use,9,9
A043106,U08636,2024-01-08,Cart,59,19
A043107,U08637,2024-08-11,Login,25,19
A043108,U08637,2024-09-14,Browse,28,2
A043109,U08637,2024-10-11,Login,9,7
A043110,U08637,2024-11-12,Browse,13,6
A043111,U08638,2024-08-18,Browse,55,4
A043112,U08638,2024-09-19,Browse,60,11
A043113,U08638,2024-10-15,Feature Use,57,16
A043114,U08638,2024-11-13,Login,59,8
A043115,U08638,2024-12-18,Browse,29,3
A043116,U08638,2025-01-12,Login,43,10
A043117,U08638,2025-02-13,Purchase,25,2
A043118,U08638,2025-03-17,Feature Use,27,11
A043119,U08639,2024-02-01,Browse,39,18
A043120,U08639,2024-03-03,Login,49,8
A043121,U08639,2024-04-01,Browse,12,16
A043122,U08639,2024-04-30,Cart,5,16
A043123,U08640,2024-11-29,Feature Use,49,8
A043124,U08640,2024-12-30,Browse,6,13
A043125,U08640,2025-01-27,Feature Use,57,7
A043126,U08640,2025-03-03,Purchase,34,15
A043127,U08640,2025-04-02,Browse,4,13
A043128,U08640,2025-05-01,Browse,25,1
A043129,U08640,2025-05-31,Login,9,2
A043130,U08640,2025-06-26,Login,32,9
A043131,U08640,2025-07-27,Cart,30,4
A043132,U08640,2025-08-26,Feature Use,42,12
A043133,U08640,2025-09-25,Purchase,36,13
A043134,U08641,2024-02-18,Cart,16,20
A043135,U08641,2024-03-23,Login,52,1
A043136,U08641,2024-04-22,Feature Use,36,11
A043137,U08641,2024-05-20,Feature Use,18,14
A043138,U08642,2024-07-29,Purchase,23,11
A043139,U08642,2024-08-28,Login,29,5
A043140,U08643,2024-04-29,Feature Use,38,7
A043141,U08643,2024-05-30,Feature Use,15,4
A043142,U08643,2024-07-02,Cart,41,9
A043143,U08643,2024-07-27,Feature Use,35,17
A043144,U08643,2024-08-31,Browse,30,6
A043145,U08644,2024-05-02,Feature Use,10,19
A043146,U08644,2024-06-01,Feature Use,4,2
A043147,U08644,2024-06-27,Purchase,13,11
A043148,U08645,2024-10-09,Browse,27,15
A043149,U08645,2024-11-08,Cart,54,13
A043150,U08645,2024-12-11,Purchase,55,14
A043151,U08645,2025-01-11,Browse,30,14
A043152,U08645,2025-02-08,Browse,51,19
A043153,U08645,2025-03-13,Browse,42,16
A043154,U08645,2025-04-10,Browse,14,18
A043155,U08645,2025-05-08,Browse,50,15
A043156,U08645,2025-06-06,Login,31,1
A043157,U08645,2025-07-06,Cart,17,13
A043158,U08646,2024-07-05,Login,49,10
A043159,U08646,2024-08-05,Cart,8,1
A043160,U08646,2024-09-06,Login,22,9
A043161,U08646,2024-10-04,Browse,35,4
A043162,U08646,2024-11-03,Feature Use,42,19
A043163,U08646,2024-12-06,Browse,9,6
A043164,U08647,2024-09-12,Cart,57,15
A043165,U08647,2024-10-16,Purchase,39,12
A043166,U08647,2024-11-14,Cart,4,10
A043167,U08647,2024-12-13,Login,35,16
A043168,U08647,2025-01-14,Cart,23,10
A043169,U08647,2025-02-09,Browse,16,9
A043170,U08647,2025-03-12,Browse,43,15
A043171,U08647,2025-04-10,Purchase,27,3
A043172,U08647,2025-05-14,Purchase,3,20
A043173,U08648,2024-10-01,Cart,16,7
A043174,U08648,2024-10-30,Cart,15,5
A043175,U08648,2024-12-01,Login,33,8
A043176,U08649,2024-04-11,Feature Use,37,4
A043177,U08650,2024-06-17,Login,44,18
A043178,U08651,2024-05-25,Login,8,3
A043179,U08651,2024-06-25,Purchase,38,8
A043180,U08651,2024-07-28,Feature Use,55,11
A043181,U08651,2024-08-26,Feature Use,21,15
A043182,U08651,2024-09-21,Browse,39,2
A043183,U08651,2024-10-24,Cart,7,6
A043184,U08651,2024-11-20,Browse,32,5
A043185,U08651,2024-12-24,Feature Use,21,10
A043186,U08651,2025-01-19,Cart,10,19
A043187,U08652,2024-05-31,Cart,26,20
A043188,U08652,2024-06-30,Browse,25,6
A043189,U08652,2024-07-30,Login,44,1
A043190,U08652,2024-08-29,Purchase,9,15
A043191,U08652,2024-10-03,Feature Use,42,8
A043192,U08652,2024-10-31,Purchase,4,16
A043193,U08652,2024-12-02,Cart,24,15
A043194,U08652,2024-12-31,Cart,41,6
A043195,U08652,2025-01-30,Login,7,7
A043196,U08652,2025-03-01,Browse,39,9
A043197,U08652,2025-03-30,Login,52,2
A043198,U08653,2024-11-24,Feature Use,4,9
A043199,U08653,2024-12-25,Purchase,31,19
A043200,U08653,2025-01-26,Feature Use,34,19
A043201,U08653,2025-02-22,Purchase,32,17
A043202,U08653,2025-03-27,Browse,33,16
A043203,U08653,2025-04-27,Feature Use,25,5
A043204,U08653,2025-05-27,Purchase,38,2
A043205,U08654,2024-12-20,Browse,10,9
A043206,U08655,2024-07-02,Feature Use,23,3
A043207,U08655,2024-07-31,Purchase,45,18
A043208,U08655,2024-08-30,Cart,18,11
A043209,U08655,2024-09-30,Browse,46,17
A043210,U08655,2024-11-01,Purchase,14,4
A043211,U08656,2024-06-26,Cart,30,14
A043212,U08656,2024-07-29,Login,27,2
A043213,U08656,2024-08-28,Login,38,9
A043214,U08656,2024-09-23,Browse,57,5
A043215,U08656,2024-10-25,Cart,34,5
A043216,U08656,2024-11-26,Purchase,25,19
A043217,U08656,2024-12-25,Purchase,2,18
A043218,U08656,2025-01-23,Browse,37,14
A043219,U08656,2025-02-22,Purchase,7,10
A043220,U08657,2024-04-22,Cart,51,2
A043221,U08657,2024-05-24,Cart,51,4
A043222,U08657,2024-06-22,Cart,47,15
A043223,U08657,2024-07-19,Feature Use,50,10
A043224,U08657,2024-08-20,Cart,49,10
A043225,U08657,2024-09-16,Cart,3,6
A043226,U08657,2024-10-21,Login,60,7
A043227,U08657,2024-11-19,Browse,46,4
A043228,U08657,2024-12-18,Login,26,5
A043229,U08657,2025-01-19,Purchase,57,4
A043230,U08657,2025-02-17,Purchase,20,3
A043231,U08657,2025-03-18,Feature Use,27,19
A043232,U08658,2024-08-22,Login,9,6
A043233,U08658,2024-09-19,Purchase,48,11
A043234,U08658,2024-10-19,Cart,43,15
A043235,U08659,2024-03-25,Cart,60,17
A043236,U08660,2024-11-02,Purchase,36,9
A043237,U08660,2024-12-05,Browse,35,18
A043238,U08660,2025-01-04,Login,14,12
A043239,U08660,2025-02-03,Login,19,5
A043240,U08660,2025-03-01,Browse,35,14
A043241,U08660,2025-04-02,Cart,3,5
A043242,U08660,2025-05-05,Purchase,4,9
A043243,U08660,2025-05-31,Cart,7,6
A043244,U08660,2025-07-04,Purchase,26,4
A043245,U08660,2025-07-30,Login,37,9
A043246,U08660,2025-08-29,Purchase,10,17
A043247,U08660,2025-09-27,Feature Use,49,18
A043248,U08661,2024-05-05,Feature Use,55,11
A043249,U08661,2024-05-31,Browse,39,19
A043250,U08661,2024-06-29,Purchase,46,5
A043251,U08661,2024-07-30,Feature Use,31,3
A043252,U08661,2024-09-02,Feature Use,41,4
A043253,U08661,2024-10-01,Purchase,53,8
A043254,U08662,2024-05-04,Login,2,17
A043255,U08662,2024-06-04,Login,14,10
A043256,U08663,2024-02-09,Login,6,17
A043257,U08663,2024-03-13,Feature Use,29,14
A043258,U08663,2024-04-10,Purchase,53,13
A043259,U08663,2024-05-14,Cart,15,12
A043260,U08663,2024-06-10,Cart,22,15
A043261,U08663,2024-07-10,Feature Use,9,18
A043262,U08663,2024-08-11,Browse,58,14
A043263,U08663,2024-09-11,Cart,18,9
A043264,U08663,2024-10-06,Feature Use,6,7
A043265,U08664,2024-08-07,Cart,60,6
A043266,U08664,2024-09-07,Cart,60,1
A043267,U08664,2024-10-08,Purchase,9,7
A043268,U08664,2024-11-10,Purchase,15,16
A043269,U08664,2024-12-09,Purchase,37,20
A043270,U08664,2025-01-04,Login,12,18
A043271,U08664,2025-02-07,Cart,32,10
A043272,U08664,2025-03-08,Feature Use,2,11
A043273,U08664,2025-04-04,Login,27,17
A043274,U08664,2025-05-09,Feature Use,5,12
A043275,U08664,2025-06-07,Cart,56,2
A043276,U08664,2025-07-04,Feature Use,40,13
A043277,U08665,2024-01-06,Purchase,54,2
A043278,U08665,2024-02-04,Feature Use,49,9
A043279,U08665,2024-03-09,Login,37,10
A043280,U08665,2024-04-07,Purchase,16,11
A043281,U08665,2024-05-08,Purchase,43,5
A043282,U08665,2024-06-02,Purchase,4,7
A043283,U08665,2024-07-05,Browse,13,18
A043284,U08665,2024-08-02,Purchase,36,18
A043285,U08666,2024-12-11,Browse,11,1
A043286,U08666,2025-01-10,Cart,8,20
A043287,U08666,2025-02-08,Login,17,14
A043288,U08666,2025-03-09,Browse,31,18
A043289,U08667,2024-02-26,Browse,53,6
A043290,U08667,2024-03-26,Login,25,4
A043291,U08667,2024-04-27,Browse,36,17
A043292,U08667,2024-05-27,Login,33,12
A043293,U08668,2024-08-06,Login,33,6
A043294,U08668,2024-09-05,Feature Use,56,5
A043295,U08668,2024-10-03,Login,11,11
A043296,U08669,2024-01-23,Feature Use,18,10
A043297,U08669,2024-02-20,Purchase,4,4
A043298,U08669,2024-03-22,Cart,49,18
A043299,U08670,2024-08-18,Cart,29,1
A043300,U08670,2024-09-16,Login,42,10
A043301,U08670,2024-10-14,Login,23,13
A043302,U08670,2024-11-11,Cart,21,6
A043303,U08670,2024-12-14,Purchase,22,18
A043304,U08670,2025-01-10,Feature Use,12,20
A043305,U08670,2025-02-12,Cart,4,20
A043306,U08670,2025-03-12,Login,23,5
A043307,U08671,2024-10-16,Browse,26,8
A043308,U08672,2024-12-07,Login,55,3
A043309,U08672,2025-01-06,Purchase,50,14
A043310,U08672,2025-02-03,Browse,13,16
A043311,U08673,2024-08-07,Browse,38,18
A043312,U08673,2024-09-03,Purchase,14,11
A043313,U08673,2024-10-06,Feature Use,5,1
A043314,U08673,2024-11-05,Browse,46,19
A043315,U08673,2024-12-04,Login,3,19
A043316,U08673,2025-01-02,Login,45,16
A043317,U08673,2025-01-31,Feature Use,13,2
A043318,U08673,2025-03-03,Browse,18,4
A043319,U08673,2025-04-02,Login,8,8
A043320,U08673,2025-05-02,Login,39,8
A043321,U08674,2024-08-27,Feature Use,56,14
A043322,U08674,2024-09-28,Feature Use,57,20
A043323,U08674,2024-10-23,Cart,15,13
A043324,U08674,2024-11-27,Browse,44,18
A043325,U08674,2024-12-22,Cart,55,2
A043326,U08674,2025-01-21,Cart,26,2
A043327,U08675,2024-10-09,Purchase,8,17
A043328,U08675,2024-11-09,Purchase,38,9
A043329,U08676,2024-11-24,Purchase,3,3
A043330,U08677,2024-10-08,Login,13,17
A043331,U08678,2024-04-12,Feature Use,10,14
A043332,U08678,2024-05-12,Login,54,5
A043333,U08678,2024-06-12,Cart,43,15
A043334,U08678,2024-07-12,Feature Use,32,5
A043335,U08679,2024-06-02,Purchase,29,4
A043336,U08679,2024-06-29,Purchase,6,10
A043337,U08679,2024-08-02,Cart,48,20
A043338,U08679,2024-08-29,Login,24,15
A043339,U08680,2024-11-15,Feature Use,29,8
A043340,U08681,2024-01-15,Feature Use,48,1
A043341,U08681,2024-02-15,Feature Use,42,11
A043342,U08681,2024-03-17,Cart,6,6
A043343,U08681,2024-04-16,Cart,10,9
A043344,U08682,2024-08-11,Purchase,58,3
A043345,U08682,2024-09-14,Purchase,59,14
A043346,U08683,2024-11-20,Purchase,31,2
A043347,U08683,2024-12-19,Browse,41,1
A043348,U08684,2024-08-24,Cart,41,5
A043349,U08684,2024-09-28,Purchase,2,18
A043350,U08684,2024-10-25,Login,51,12
A043351,U08685,2024-05-04,Cart,14,20
A043352,U08685,2024-06-03,Login,51,10
A043353,U08685,2024-06-28,Login,40,9
A043354,U08685,2024-07-28,Feature Use,14,7
A043355,U08685,2024-08-28,Cart,18,1
A043356,U08686,2024-03-18,Login,55,2
A043357,U08686,2024-04-16,Cart,19,11
A043358,U08686,2024-05-21,Browse,6,7
A043359,U08687,2024-04-06,Purchase,44,4
A043360,U08687,2024-05-06,Feature Use,34,1
A043361,U08687,2024-06-04,Purchase,36,2
A043362,U08688,2024-11-21,Browse,59,9
A043363,U08688,2024-12-23,Feature Use,10,18
A043364,U08689,2024-06-30,Login,21,3
A043365,U08689,2024-07-29,Feature Use,38,13
A043366,U08689,2024-08-31,Feature Use,39,3
A043367,U08689,2024-09-26,Browse,13,15
A043368,U08689,2024-10-27,Purchase,36,12
A043369,U08689,2024-11-25,Purchase,3,19
A043370,U08689,2024-12-25,Feature Use,6,13
A043371,U08689,2025-01-24,Cart,19,18
A043372,U08689,2025-02-26,Feature Use,57,19
A043373,U08689,2025-03-25,Login,36,18
A043374,U08689,2025-04-25,Login,49,7
A043375,U08689,2025-05-24,Cart,51,3
A043376,U08690,2024-04-01,Login,15,13
A043377,U08691,2024-11-07,Cart,24,10
A043378,U08691,2024-12-11,Purchase,11,17
A043379,U08691,2025-01-07,Feature Use,14,3
A043380,U08691,2025-02-09,Feature Use,3,10
A043381,U08691,2025-03-08,Feature Use,13,18
A043382,U08691,2025-04-11,Cart,9,1
A043383,U08691,2025-05-08,Purchase,33,11
A043384,U08691,2025-06-10,Cart,43,10
A043385,U08692,2024-11-20,Cart,8,13
A043386,U08692,2024-12-22,Login,26,3
A043387,U08692,2025-01-20,Login,57,4
A043388,U08692,2025-02-19,Login,19,12
A043389,U08693,2024-03-25,Cart,41,7
A043390,U08693,2024-04-24,Browse,24,18
A043391,U08693,2024-05-28,Login,54,14
A043392,U08694,2024-06-18,Browse,42,13
A043393,U08694,2024-07-21,Purchase,49,7
A043394,U08694,2024-08-18,Browse,42,2
A043395,U08694,2024-09-16,Purchase,52,14
A043396,U08695,2024-10-29,Feature Use,42,14
A043397,U08695,2024-11-29,Login,35,17
A043398,U08695,2025-01-01,Login,52,4
A043399,U08695,2025-01-26,Browse,14,8
A043400,U08696,2024-11-08,Feature Use,20,16
A043401,U08696,2024-12-10,Cart,44,16
A043402,U08696,2025-01-06,Feature Use,19,11
A043403,U08696,2025-02-05,Browse,17,18
A043404,U08696,2025-03-09,Login,42,18
A043405,U08696,2025-04-04,Purchase,3,12
A043406,U08696,2025-05-08,Browse,23,16
A043407,U08696,2025-06-04,Purchase,52,9
A043408,U08696,2025-07-03,Browse,28,10
A043409,U08697,2024-03-02,Login,36,11
A043410,U08697,2024-04-01,Purchase,44,7
A043411,U08697,2024-04-27,Purchase,11,18
A043412,U08698,2024-06-11,Purchase,23,10
A043413,U08698,2024-07-15,Browse,55,6
A043414,U08698,2024-08-13,Purchase,31,11
A043415,U08698,2024-09-13,Login,46,11
A043416,U08698,2024-10-10,Browse,11,14
A043417,U08698,2024-11-12,Login,19,4
A043418,U08699,2024-06-27,Login,45,2
A043419,U08699,2024-07-22,Purchase,45,10
A043420,U08699,2024-08-23,Browse,28,20
A043421,U08699,2024-09-25,Purchase,56,14
A043422,U08699,2024-10-23,Login,12,3
A043423,U08699,2024-11-23,Purchase,14,3
A043424,U08699,2024-12-22,Browse,18,5
A043425,U08699,2025-01-19,Login,6,3
A043426,U08699,2025-02-22,Purchase,54,14
A043427,U08699,2025-03-23,Feature Use,49,3
A043428,U08699,2025-04-22,Browse,51,12
A043429,U08699,2025-05-22,Browse,60,9
A043430,U08700,2024-06-04,Feature Use,26,19
A043431,U08700,2024-07-07,Feature Use,44,3
A043432,U08700,2024-08-06,Purchase,16,1
A043433,U08700,2024-09-01,Cart,49,14
A043434,U08701,2024-12-04,Browse,58,3
A043435,U08701,2025-01-05,Feature Use,54,7
A043436,U08701,2025-02-06,Login,18,9
A043437,U08701,2025-03-09,Feature Use,15,13
A043438,U08702,2024-10-12,Cart,17,5
A043439,U08702,2024-11-11,Feature Use,16,3
A043440,U08702,2024-12-11,Browse,60,19
A043441,U08703,2024-11-18,Cart,54,8
A043442,U08703,2024-12-18,Browse,36,4
A043443,U08703,2025-01-20,Purchase,43,12
A043444,U08704,2024-10-09,Purchase,34,20
A043445,U08704,2024-11-10,Purchase,55,1
A043446,U08704,2024-12-05,Browse,15,20
A043447,U08704,2025-01-08,Browse,27,3
A043448,U08705,2024-08-20,Login,32,6
A043449,U08705,2024-09-22,Feature Use,18,8
A043450,U08705,2024-10-21,Browse,43,17
A043451,U08705,2024-11-21,Browse,46,12
A043452,U08706,2025-01-02,Purchase,53,18
A043453,U08707,2024-08-31,Purchase,54,12
A043454,U08707,2024-09-30,Purchase,29,1
A043455,U08708,2024-06-15,Browse,4,5
A043456,U08708,2024-07-17,Browse,49,14
A043457,U08709,2024-03-04,Purchase,9,19
A043458,U08709,2024-04-03,Feature Use,34,18
A043459,U08709,2024-05-04,Feature Use,58,14
A043460,U08709,2024-06-02,Purchase,19,2
A043461,U08709,2024-06-30,Purchase,51,18
A043462,U08710,2024-08-26,Purchase,51,4
A043463,U08710,2024-09-27,Purchase,8,19
A043464,U08710,2024-10-29,Purchase,22,13
A043465,U08711,2024-06-06,Browse,40,5
A043466,U08711,2024-07-06,Login,53,3
A043467,U08711,2024-08-05,Cart,53,1
A043468,U08712,2024-07-26,Cart,15,14
A043469,U08712,2024-08-25,Cart,42,19
A043470,U08712,2024-09-23,Cart,56,5
A043471,U08712,2024-10-24,Feature Use,25,3
A043472,U08713,2024-10-02,Feature Use,36,7
A043473,U08713,2024-10-31,Cart,45,7
A043474,U08713,2024-12-02,Login,43,8
A043475,U08713,2025-01-03,Purchase,12,18
A043476,U08713,2025-01-31,Feature Use,56,14
A043477,U08713,2025-03-01,Browse,2,11
A043478,U08713,2025-04-03,Feature Use,6,1
A043479,U08713,2025-05-02,Purchase,24,16
A043480,U08713,2025-05-28,Browse,60,10
A043481,U08713,2025-07-02,Cart,44,2
A043482,U08713,2025-07-27,Login,7,16
A043483,U08713,2025-08-27,Cart,18,15
A043484,U08714,2024-06-12,Feature Use,56,11
A043485,U08714,2024-07-13,Feature Use,10,14
A043486,U08714,2024-08-14,Login,35,9
A043487,U08714,2024-09-14,Cart,15,7
A043488,U08715,2024-02-16,Feature Use,35,12
A043489,U08715,2024-03-17,Browse,35,8
A043490,U08715,2024-04-15,Feature Use,12,16
A043491,U08715,2024-05-19,Browse,8,5
A043492,U08715,2024-06-15,Cart,18,9
A043493,U08715,2024-07-17,Purchase,51,6
A043494,U08716,2024-07-19,Feature Use,11,6
A043495,U08716,2024-08-18,Feature Use,50,8
A043496,U08716,2024-09-21,Browse,35,20
A043497,U08716,2024-10-17,Browse,58,14
A043498,U08716,2024-11-19,Feature Use,50,16
A043499,U08717,2024-09-16,Cart,23,9
A043500,U08717,2024-10-17,Cart,15,10
A043501,U08717,2024-11-14,Cart,42,3
A043502,U08717,2024-12-16,Feature Use,8,1
A043503,U08717,2025-01-13,Purchase,39,7
A043504,U08717,2025-02-14,Cart,45,1
A043505,U08717,2025-03-14,Login,29,6
A043506,U08717,2025-04-16,Login,13,8
A043507,U08717,2025-05-12,Cart,22,20
A043508,U08717,2025-06-15,Login,26,6
A043509,U08717,2025-07-10,Purchase,18,3
A043510,U08717,2025-08-11,Feature Use,50,10
A043511,U08718,2024-10-22,Login,19,14
A043512,U08719,2024-10-12,Browse,26,16
A043513,U08719,2024-11-14,Purchase,21,19
A043514,U08719,2024-12-09,Cart,60,13
A043515,U08719,2025-01-11,Login,37,19
A043516,U08720,2024-10-30,Browse,41,4
A043517,U08721,2024-09-26,Feature Use,57,8
A043518,U08721,2024-10-23,Login,16,3
A043519,U08721,2024-11-20,Login,3,2
A043520,U08721,2024-12-22,Login,21,20
A043521,U08721,2025-01-21,Cart,6,14
A043522,U08722,2024-04-13,Login,31,20
A043523,U08722,2024-05-13,Browse,54,18
A043524,U08722,2024-06-14,Purchase,52,4
A043525,U08722,2024-07-15,Browse,35,2
A043526,U08722,2024-08-10,Browse,38,9
A043527,U08722,2024-09-12,Feature Use,51,3
A043528,U08722,2024-10-13,Browse,2,2
A043529,U08722,2024-11-08,Purchase,45,15
A043530,U08722,2024-12-07,Browse,35,13
A043531,U08722,2025-01-11,Feature Use,39,2
A043532,U08723,2024-03-04,Browse,56,7
A043533,U08723,2024-04-01,Browse,57,12
A043534,U08723,2024-05-02,Feature Use,44,10
A043535,U08723,2024-06-01,Cart,7,6
A043536,U08724,2024-08-17,Purchase,33,4
A043537,U08724,2024-09-18,Browse,44,8
A043538,U08725,2024-10-17,Purchase,24,3
A043539,U08725,2024-11-16,Purchase,53,4
A043540,U08725,2024-12-17,Cart,47,9
A043541,U08725,2025-01-16,Login,24,1
A043542,U08725,2025-02-16,Login,48,6
A043543,U08725,2025-03-21,Purchase,25,16
A043544,U08725,2025-04-16,Browse,49,14
A043545,U08725,2025-05-15,Cart,13,12
A043546,U08725,2025-06-16,Browse,31,15
A043547,U08726,2024-03-08,Feature Use,11,19
A043548,U08726,2024-04-08,Cart,25,17
A043549,U08726,2024-05-05,Cart,10,1
A043550,U08726,2024-06-02,Login,23,13
A043551,U08727,2024-01-25,Login,27,10
A043552,U08727,2024-02-28,Browse,45,17
A043553,U08727,2024-03-27,Feature Use,50,20
A043554,U08727,2024-04-23,Login,55,3
A043555,U08727,2024-05-25,Login,13,3
A043556,U08727,2024-06-25,Feature Use,51,6
A043557,U08727,2024-07-24,Feature Use,39,5
A043558,U08727,2024-08-26,Cart,56,6
A043559,U08727,2024-09-21,Login,40,18
A043560,U08727,2024-10-21,Browse,37,10
A043561,U08728,2024-09-08,Browse,6,12
A043562,U08728,2024-10-09,Cart,23,2
A043563,U08728,2024-11-07,Feature Use,28,10
A043564,U08728,2024-12-08,Purchase,52,12
A043565,U08728,2025-01-07,Feature Use,46,8
A043566,U08728,2025-02-05,Login,42,10
A043567,U08728,2025-03-07,Purchase,42,1
A043568,U08729,2024-06-14,Purchase,24,5
A043569,U08729,2024-07-14,Browse,25,17
A043570,U08729,2024-08-17,Browse,3,10
A043571,U08729,2024-09-13,Login,32,6
A043572,U08730,2024-08-11,Purchase,13,19
A043573,U08730,2024-09-12,Login,37,6
A043574,U08731,2024-06-13,Browse,15,1
A043575,U08732,2024-10-24,Browse,33,18
A043576,U08733,2024-11-07,Browse,31,6
A043577,U08733,2024-12-06,Browse,30,15
A043578,U08733,2025-01-07,Cart,19,17
A043579,U08733,2025-02-01,Cart,54,18
A043580,U08733,2025-03-05,Login,59,12
A043581,U08733,2025-04-07,Login,3,3
A043582,U08733,2025-05-04,Purchase,26,8
A043583,U08734,2024-08-09,Login,9,20
A043584,U08734,2024-09-04,Browse,18,10
A043585,U08734,2024-10-07,Browse,32,17
A043586,U08734,2024-11-06,Feature Use,51,4
A043587,U08734,2024-12-06,Login,16,16
A043588,U08735,2024-03-03,Feature Use,23,2
A043589,U08735,2024-04-01,Cart,9,20
A043590,U08735,2024-05-03,Purchase,50,11
A043591,U08735,2024-06-04,Cart,6,11
A043592,U08736,2024-09-20,Browse,20,20
A043593,U08736,2024-10-20,Login,34,17
A043594,U08736,2024-11-21,Purchase,54,5
A043595,U08736,2024-12-20,Purchase,2,1
A043596,U08736,2025-01-18,Login,49,19
A043597,U08736,2025-02-17,Cart,15,5
A043598,U08736,2025-03-19,Login,36,16
A043599,U08736,2025-04-21,Feature Use,31,14
A043600,U08736,2025-05-17,Cart,40,18
A043601,U08736,2025-06-18,Feature Use,49,7
A043602,U08736,2025-07-17,Purchase,57,9
A043603,U08736,2025-08-18,Purchase,18,14
A043604,U08737,2024-12-22,Login,57,8
A043605,U08737,2025-01-22,Login,15,9
A043606,U08738,2024-08-28,Feature Use,4,5
A043607,U08739,2024-03-08,Cart,60,8
A043608,U08739,2024-04-10,Purchase,25,8
A043609,U08739,2024-05-11,Login,48,17
A043610,U08739,2024-06-10,Login,9,5
A043611,U08739,2024-07-09,Cart,58,7
A043612,U08739,2024-08-05,Purchase,17,4
A043613,U08739,2024-09-04,Login,9,1
A043614,U08739,2024-10-08,Feature Use,30,16
A043615,U08739,2024-11-05,Cart,9,9
A043616,U08739,2024-12-07,Cart,42,17
A043617,U08739,2025-01-05,Feature Use,42,8
A043618,U08739,2025-02-06,Login,14,9
A043619,U08740,2024-11-13,Cart,12,15
A043620,U08740,2024-12-13,Purchase,9,7
A043621,U08741,2024-10-08,Browse,49,1
A043622,U08741,2024-11-06,Login,19,6
A043623,U08741,2024-12-07,Browse,47,6
A043624,U08741,2025-01-09,Login,8,17
A043625,U08742,2024-09-23,Cart,11,19
A043626,U08742,2024-10-22,Feature Use,20,14
A043627,U08742,2024-11-24,Cart,50,18
A043628,U08742,2024-12-24,Cart,55,11
A043629,U08742,2025-01-19,Browse,55,9
A043630,U08742,2025-02-21,Cart,12,6
A043631,U08742,2025-03-20,Feature Use,20,8
A043632,U08743,2024-03-01,Feature Use,54,20
A043633,U08743,2024-03-28,Browse,21,1
A043634,U08744,2024-09-12,Purchase,17,8
A043635,U08744,2024-10-08,Feature Use,17,3
A043636,U08745,2024-02-01,Browse,60,4
A043637,U08745,2024-03-02,Feature Use,19,12
A043638,U08745,2024-04-04,Cart,48,3
A043639,U08745,2024-05-05,Login,2,10
A043640,U08746,2024-06-01,Cart,39,13
A043641,U08746,2024-06-30,Feature Use,53,4
A043642,U08746,2024-07-31,Login,10,18
A043643,U08746,2024-08-27,Cart,7,2
A043644,U08746,2024-09-25,Browse,24,4
A043645,U08746,2024-10-29,Purchase,13,15
A043646,U08747,2024-09-27,Login,37,3
A043647,U08747,2024-10-28,Feature Use,8,8
A043648,U08747,2024-11-24,Login,38,14
A043649,U08747,2024-12-24,Browse,32,7
A043650,U08747,2025-01-26,Feature Use,22,11
A043651,U08747,2025-02-26,Cart,37,4
A043652,U08747,2025-03-24,Login,21,5
A043653,U08747,2025-04-27,Cart,42,16
A043654,U08747,2025-05-26,Purchase,25,3
A043655,U08747,2025-06-23,Feature Use,50,16
A043656,U08748,2024-02-19,Purchase,19,13
A043657,U08748,2024-03-22,Browse,27,2
A043658,U08749,2024-01-26,Cart,28,12
A043659,U08750,2024-05-14,Purchase,28,17
A043660,U08750,2024-06-15,Cart,21,20
A043661,U08750,2024-07-13,Login,2,6
A043662,U08750,2024-08-13,Feature Use,37,4
A043663,U08750,2024-09-14,Feature Use,19,3
A043664,U08751,2024-07-21,Login,18,15
A043665,U08751,2024-08-20,Feature Use,15,2
A043666,U08752,2024-10-03,Purchase,57,14
A043667,U08752,2024-10-28,Feature Use,15,13
A043668,U08752,2024-11-28,Browse,27,20
A043669,U08752,2024-12-30,Login,30,11
A043670,U08752,2025-01-26,Browse,30,15
A043671,U08752,2025-03-01,Login,10,15
A043672,U08752,2025-03-29,Browse,15,20
A043673,U08752,2025-05-01,Cart,13,18
A043674,U08752,2025-05-28,Purchase,5,4
A043675,U08752,2025-06-25,Cart,27,4
A043676,U08752,2025-07-29,Purchase,36,8
A043677,U08752,2025-08-25,Cart,47,12
A043678,U08753,2024-01-20,Feature Use,12,19
A043679,U08753,2024-02-18,Cart,29,6
A043680,U08753,2024-03-17,Browse,31,8
A043681,U08753,2024-04-21,Feature Use,58,15
A043682,U08753,2024-05-18,Purchase,44,5
A043683,U08753,2024-06-17,Cart,58,19
A043684,U08754,2024-05-21,Login,37,15
A043685,U08755,2024-02-10,Purchase,43,16
A043686,U08755,2024-03-09,Purchase,60,18
A043687,U08755,2024-04-10,Feature Use,47,6
