subscription_id,user_id,start_date,renewal_date,end_date,monthly_fee,status
S07967,U07967,2024-10-10,2024-11-09,2025-06-07,50,Cancelled
S07968,U07968,2024-09-28,2024-10-28,2025-04-26,50,Cancelled
S07969,U07969,2024-11-17,2024-12-17,2025-03-17,50,Cancelled
S07970,U07970,2024-12-30,2025-01-29,2025-05-29,50,Cancelled
S07971,U07971,2024-09-24,2024-10-24,2025-05-22,20,Cancelled
S07972,U07972,2024-02-25,2024-03-26,2024-05-25,20,Cancelled
S07973,U07973,2024-02-25,2024-03-26,,20,Active
S07974,U07974,2024-09-05,2024-10-05,2025-07-02,0,Cancelled
S07975,U07975,2024-03-19,2024-04-18,2024-08-16,0,Cancelled
S07976,U07976,2024-11-13,2024-12-13,2025-09-09,50,Cancelled
S07977,U07977,2024-03-30,2024-04-29,2024-09-26,0,Cancelled
S07978,U07978,2024-06-04,2024-07-04,2025-03-31,0,Cancelled
S07979,U07979,2024-08-08,2024-09-07,2024-11-06,20,Cancelled
S07980,U07980,2024-07-08,2024-08-07,2024-10-06,50,Cancelled
S07981,U07981,2024-02-07,2024-03-08,2024-06-06,50,Cancelled
S07982,U07982,2024-05-29,2024-06-28,2025-01-24,20,Cancelled
S07983,U07983,2024-01-22,2024-02-21,2024-11-17,50,Cancelled
S07984,U07984,2024-01-26,2024-02-25,2024-05-25,50,Cancelled
S07985,U07985,2024-11-12,2024-12-12,2025-03-12,0,Cancelled
S07986,U07986,2024-06-26,2024-07-26,2024-09-24,20,Cancelled
S07987,U07987,2024-06-01,2024-07-01,2024-10-29,50,Cancelled
S07988,U07988,2024-05-26,2024-06-25,2024-12-22,20,Cancelled
S07989,U07989,2024-09-12,2024-10-12,2025-02-09,20,Cancelled
S07990,U07990,2024-09-07,2024-10-07,2024-11-06,20,Cancelled
S07991,U07991,2024-03-16,2024-04-15,,20,Active
S07992,U07992,2024-07-05,2024-08-04,2024-10-03,50,Cancelled
S07993,U07993,2024-12-09,2025-01-08,2025-05-08,20,Cancelled
S07994,U07994,2024-03-26,2024-04-25,2024-09-22,50,Cancelled
S07995,U07995,2024-02-21,2024-03-22,2024-09-18,20,Cancelled
S07996,U07996,2024-09-05,2024-10-05,,20,Active
S07997,U07997,2024-12-10,2025-01-09,2025-07-08,0,Cancelled
S07998,U07998,2024-04-16,2024-05-16,2025-02-10,20,Cancelled
S07999,U07999,2024-08-07,2024-09-06,2024-11-05,0,Cancelled
S08000,U08000,2024-04-30,2024-05-30,2025-03-26,0,Cancelled
S08001,U08001,2024-02-12,2024-03-13,2024-04-12,20,Cancelled
S08002,U08002,2024-03-17,2024-04-16,2025-01-11,20,Cancelled
S08003,U08003,2024-11-13,2024-12-13,2025-03-13,0,Cancelled
S08004,U08004,2024-06-23,2024-07-23,2025-05-19,20,Cancelled
S08005,U08005,2024-11-03,2024-12-03,,0,Active
S08006,U08006,2024-06-28,2024-07-28,2024-12-25,50,Cancelled
S08007,U08007,2024-06-28,2024-07-28,2024-09-26,0,Cancelled
S08008,U08008,2024-06-20,2024-07-20,2024-09-18,0,Cancelled
S08009,U08009,2024-10-24,2024-11-23,2025-02-21,20,Cancelled
S08010,U08010,2024-05-10,2024-06-09,,20,Active
S08011,U08011,2024-03-09,2024-04-08,,50,Active
S08012,U08012,2024-02-03,2024-03-04,2024-04-03,20,Cancelled
S08013,U08013,2024-04-22,2024-05-22,2024-06-21,0,Cancelled
S08014,U08014,2024-07-12,2024-08-11,2025-05-08,0,Cancelled
S08015,U08015,2024-10-09,2024-11-08,,20,Active
S08016,U08016,2024-06-23,2024-07-23,2025-02-18,0,Cancelled
S08017,U08017,2024-01-31,2024-03-01,2024-03-31,0,Cancelled
S08018,U08018,2024-10-18,2024-11-17,2024-12-17,0,Cancelled
S08019,U08019,2024-09-02,2024-10-02,,0,Active
S08020,U08020,2024-10-21,2024-11-20,,50,Active
S08021,U08021,2024-02-13,2024-03-14,2024-03-14,50,Cancelled
S08022,U08022,2024-07-15,2024-08-14,2024-10-13,20,Cancelled
S08023,U08023,2024-03-15,2024-04-14,2025-01-09,20,Cancelled
S08024,U08024,2024-01-09,2024-02-08,2024-08-06,0,Cancelled
S08025,U08025,2024-12-29,2025-01-28,2025-03-29,50,Cancelled
S08026,U08026,2024-06-17,2024-07-17,2025-04-13,50,Cancelled
S08027,U08027,2024-01-28,2024-02-27,2024-07-26,20,Cancelled
S08028,U08028,2024-04-01,2024-05-01,2024-07-30,50,Cancelled
S08029,U08029,2024-03-13,2024-04-12,2024-08-10,50,Cancelled
S08030,U08030,2024-01-08,2024-02-07,2024-03-08,0,Cancelled
S08031,U08031,2024-01-18,2024-02-17,2024-04-17,20,Cancelled
S08032,U08032,2024-04-06,2024-05-06,2025-03-02,0,Cancelled
S08033,U08033,2024-05-08,2024-06-07,,20,Active
S08034,U08034,2024-03-28,2024-04-27,2024-10-24,0,Cancelled
S08035,U08035,2024-10-11,2024-11-10,2024-11-10,0,Cancelled
S08036,U08036,2024-08-15,2024-09-14,2025-04-12,20,Cancelled
S08037,U08037,2024-02-11,2024-03-12,2024-07-10,50,Cancelled
S08038,U08038,2024-10-13,2024-11-12,2025-02-10,20,Cancelled
S08039,U08039,2024-06-18,2024-07-18,2024-07-18,20,Cancelled
S08040,U08040,2024-07-07,2024-08-06,2024-08-06,0,Cancelled
S08041,U08041,2024-12-05,2025-01-04,2025-01-04,50,Cancelled
S08042,U08042,2024-05-25,2024-06-24,2024-06-24,50,Cancelled
S08043,U08043,2024-12-13,2025-01-12,2025-06-11,0,Cancelled
S08044,U08044,2024-01-25,2024-02-24,2024-05-24,50,Cancelled
S08045,U08045,2024-10-21,2024-11-20,2024-12-20,20,Cancelled
S08046,U08046,2024-02-28,2024-03-29,2024-06-27,20,Cancelled
S08047,U08047,2024-07-28,2024-08-27,2024-10-26,20,Cancelled
S08048,U08048,2024-04-11,2024-05-11,2024-10-08,0,Cancelled
S08049,U08049,2024-03-23,2024-04-22,2024-11-18,50,Cancelled
S08050,U08050,2024-04-30,2024-05-30,2024-11-26,50,Cancelled
S08051,U08051,2024-04-10,2024-05-10,2024-11-06,50,Cancelled
S08052,U08052,2024-07-01,2024-07-31,2024-08-30,50,Cancelled
S08053,U08053,2024-08-30,2024-09-29,2024-11-28,50,Cancelled
S08054,U08054,2024-09-14,2024-10-14,2025-03-13,0,Cancelled
S08055,U08055,2024-06-10,2024-07-10,2024-11-07,0,Cancelled
S08056,U08056,2024-01-10,2024-02-09,2024-04-09,20,Cancelled
S08057,U08057,2024-12-21,2025-01-20,2025-11-16,50,Cancelled
S08058,U08058,2024-06-23,2024-07-23,2025-04-19,50,Cancelled
S08059,U08059,2024-11-16,2024-12-16,2025-03-16,50,Cancelled
S08060,U08060,2024-02-28,2024-03-29,2024-06-27,0,Cancelled
S08061,U08061,2024-12-21,2025-01-20,2025-08-18,20,Cancelled
S08062,U08062,2024-12-06,2025-01-05,2025-02-04,20,Cancelled
S08063,U08063,2024-10-06,2024-11-05,2025-08-02,50,Cancelled
S08064,U08064,2024-01-31,2024-03-01,2024-08-28,0,Cancelled
S08065,U08065,2024-09-19,2024-10-19,2025-03-18,0,Cancelled
S08066,U08066,2024-04-30,2024-05-30,2025-01-25,20,Cancelled
S08067,U08067,2024-07-17,2024-08-16,2024-10-15,20,Cancelled
S08068,U08068,2024-04-27,2024-05-27,2024-08-25,20,Cancelled
S08069,U08069,2024-09-11,2024-10-11,,50,Active
S08070,U08070,2024-05-06,2024-06-05,2024-09-03,0,Cancelled
S08071,U08071,2024-11-08,2024-12-08,2025-01-07,20,Cancelled
S08072,U08072,2024-12-28,2025-01-27,,0,Active
S08073,U08073,2024-10-22,2024-11-21,2025-05-20,50,Cancelled
S08074,U08074,2024-04-11,2024-05-11,2024-09-08,50,Cancelled
S08075,U08075,2024-05-12,2024-06-11,2024-09-09,0,Cancelled
S08076,U08076,2024-04-24,2024-05-24,2024-06-23,20,Cancelled
S08077,U08077,2024-04-30,2024-05-30,2024-11-26,50,Cancelled
S08078,U08078,2024-03-05,2024-04-04,2024-08-02,0,Cancelled
S08079,U08079,2024-03-10,2024-04-09,,50,Active
S08080,U08080,2024-12-02,2025-01-01,2025-04-01,20,Cancelled
S08081,U08081,2024-08-18,2024-09-17,2025-01-15,50,Cancelled
S08082,U08082,2024-04-09,2024-05-09,2025-01-04,0,Cancelled
S08083,U08083,2024-06-13,2024-07-13,2024-10-11,0,Cancelled
S08084,U08084,2024-12-14,2025-01-13,2025-05-13,20,Cancelled
S08085,U08085,2024-11-08,2024-12-08,,0,Active
S08086,U08086,2024-02-25,2024-03-26,2024-08-23,0,Cancelled
S08087,U08087,2024-10-05,2024-11-04,2025-08-31,20,Cancelled
S08088,U08088,2024-08-10,2024-09-09,2024-10-09,20,Cancelled
S08089,U08089,2024-11-01,2024-12-01,2024-12-31,20,Cancelled
S08090,U08090,2024-02-04,2024-03-05,2024-06-03,0,Cancelled
S08091,U08091,2024-04-01,2024-05-01,2025-02-25,0,Cancelled
S08092,U08092,2024-09-04,2024-10-04,,0,Active
S08093,U08093,2024-02-25,2024-03-26,2024-03-26,20,Cancelled
S08094,U08094,2024-03-30,2024-04-29,2025-02-23,0,Cancelled
S08095,U08095,2024-08-21,2024-09-20,2024-09-20,0,Cancelled
S08096,U08096,2024-03-17,2024-04-16,2024-06-15,20,Cancelled
S08097,U08097,2024-07-18,2024-08-17,2024-12-15,20,Cancelled
S08098,U08098,2024-04-16,2024-05-16,2024-06-15,50,Cancelled
S08099,U08099,2024-06-12,2024-07-12,2024-10-10,20,Cancelled
S08100,U08100,2024-05-29,2024-06-28,2024-08-27,50,Cancelled
S08101,U08101,2024-05-26,2024-06-25,2025-04-21,50,Cancelled
S08102,U08102,2024-08-06,2024-09-05,2024-12-04,50,Cancelled
S08103,U08103,2024-12-19,2025-01-18,2025-05-18,0,Cancelled
S08104,U08104,2024-12-24,2025-01-23,2025-02-22,20,Cancelled
S08105,U08105,2024-08-07,2024-09-06,2024-10-06,20,Cancelled
S08106,U08106,2024-01-04,2024-02-03,2024-10-30,0,Cancelled
S08107,U08107,2024-05-10,2024-06-09,2024-07-09,50,Cancelled
S08108,U08108,2024-10-07,2024-11-06,2025-01-05,50,Cancelled
S08109,U08109,2024-06-06,2024-07-06,2025-01-02,20,Cancelled
S08110,U08110,2024-03-04,2024-04-03,2024-06-02,0,Cancelled
S08111,U08111,2024-10-21,2024-11-20,2025-06-18,0,Cancelled
S08112,U08112,2024-03-04,2024-04-03,2024-05-03,50,Cancelled
S08113,U08113,2024-07-18,2024-08-17,2024-12-15,50,Cancelled
S08114,U08114,2024-11-13,2024-12-13,2024-12-13,50,Cancelled
S08115,U08115,2024-07-11,2024-08-10,,0,Active
S08116,U08116,2024-07-02,2024-08-01,2024-08-01,0,Cancelled
S08117,U08117,2024-02-11,2024-03-12,,0,Active
S08118,U08118,2024-10-11,2024-11-10,2025-02-08,20,Cancelled
S08119,U08119,2024-10-07,2024-11-06,2025-03-06,50,Cancelled
S08120,U08120,2024-10-09,2024-11-08,2025-02-06,50,Cancelled
S08121,U08121,2024-04-10,2024-05-10,2024-05-10,50,Cancelled
S08122,U08122,2024-09-29,2024-10-29,2025-07-26,20,Cancelled
S08123,U08123,2024-05-17,2024-06-16,2024-08-15,0,Cancelled
S08124,U08124,2024-11-14,2024-12-14,2024-12-14,50,Cancelled
S08125,U08125,2024-05-07,2024-06-06,2024-07-06,20,Cancelled
S08126,U08126,2024-06-21,2024-07-21,2024-07-21,50,Cancelled
S08127,U08127,2024-01-10,2024-02-09,2024-04-09,0,Cancelled
S08128,U08128,2024-11-07,2024-12-07,2025-02-05,0,Cancelled
S08129,U08129,2024-09-16,2024-10-16,2025-04-14,0,Cancelled
S08130,U08130,2024-11-16,2024-12-16,,20,Active
S08131,U08131,2024-08-02,2024-09-01,2024-09-01,20,Cancelled
S08132,U08132,2024-05-11,2024-06-10,,50,Active
S08133,U08133,2024-11-19,2024-12-19,2024-12-19,0,Cancelled
S08134,U08134,2024-12-02,2025-01-01,2025-01-01,20,Cancelled
S08135,U08135,2024-03-17,2024-04-16,2024-04-16,20,Cancelled
S08136,U08136,2024-07-04,2024-08-03,2024-09-02,20,Cancelled
S08137,U08137,2024-04-16,2024-05-16,2024-05-16,50,Cancelled
S08138,U08138,2024-01-13,2024-02-12,2024-11-08,0,Cancelled
S08139,U08139,2024-08-18,2024-09-17,2024-12-16,0,Cancelled
S08140,U08140,2024-08-29,2024-09-28,2024-09-28,0,Cancelled
S08141,U08141,2024-09-13,2024-10-13,2024-12-12,0,Cancelled
S08142,U08142,2024-11-19,2024-12-19,2025-06-17,50,Cancelled
S08143,U08143,2024-10-12,2024-11-11,2025-01-10,20,Cancelled
S08144,U08144,2024-02-05,2024-03-06,2024-05-05,50,Cancelled
S08145,U08145,2024-07-15,2024-08-14,2024-10-13,20,Cancelled
S08146,U08146,2024-06-05,2024-07-05,,20,Active
S08147,U08147,2024-04-10,2024-05-10,2024-05-10,0,Cancelled
S08148,U08148,2024-03-28,2024-04-27,2024-06-26,0,Cancelled
S08149,U08149,2024-11-17,2024-12-17,2025-04-16,20,Cancelled
S08150,U08150,2024-07-15,2024-08-14,,50,Active
S08151,U08151,2024-02-20,2024-03-21,2024-09-17,0,Cancelled
S08152,U08152,2024-06-28,2024-07-28,2024-07-28,0,Cancelled
S08153,U08153,2024-07-15,2024-08-14,2024-12-12,0,Cancelled
S08154,U08154,2024-02-21,2024-03-22,2024-03-22,0,Cancelled
S08155,U08155,2024-05-15,2024-06-14,2024-11-11,0,Cancelled
S08156,U08156,2024-08-28,2024-09-27,2024-11-26,50,Cancelled
S08157,U08157,2024-05-22,2024-06-21,2024-06-21,50,Cancelled
S08158,U08158,2024-02-10,2024-03-11,2024-04-10,20,Cancelled
S08159,U08159,2024-12-14,2025-01-13,,50,Active
S08160,U08160,2024-02-04,2024-03-05,2024-03-05,20,Cancelled
S08161,U08161,2024-07-09,2024-08-08,2024-11-06,20,Cancelled
S08162,U08162,2024-08-12,2024-09-11,2024-10-11,0,Cancelled
S08163,U08163,2024-01-28,2024-02-27,2024-05-27,0,Cancelled
S08164,U08164,2024-11-06,2024-12-06,2025-07-04,50,Cancelled
S08165,U08165,2024-02-11,2024-03-12,2024-06-10,50,Cancelled
S08166,U08166,2024-05-17,2024-06-16,2024-08-15,0,Cancelled
S08167,U08167,2024-03-22,2024-04-21,2024-07-20,0,Cancelled
S08168,U08168,2024-10-29,2024-11-28,2025-01-27,50,Cancelled
S08169,U08169,2024-02-21,2024-03-22,,50,Active
S08170,U08170,2024-06-19,2024-07-19,2024-09-17,20,Cancelled
S08171,U08171,2024-06-13,2024-07-13,2024-07-13,20,Cancelled
S08172,U08172,2024-08-05,2024-09-04,2024-12-03,20,Cancelled
S08173,U08173,2024-08-27,2024-09-26,,20,Active
S08174,U08174,2024-01-10,2024-02-09,2024-07-08,0,Cancelled
S08175,U08175,2024-07-13,2024-08-12,2024-08-12,20,Cancelled
S08176,U08176,2024-02-29,2024-03-30,2024-09-26,20,Cancelled
S08177,U08177,2024-12-03,2025-01-02,2025-07-31,20,Cancelled
S08178,U08178,2024-04-08,2024-05-08,2024-05-08,20,Cancelled
S08179,U08179,2024-10-27,2024-11-26,2025-03-26,50,Cancelled
S08180,U08180,2024-01-12,2024-02-11,2024-02-11,20,Cancelled
S08181,U08181,2024-03-27,2024-04-26,2024-05-26,50,Cancelled
S08182,U08182,2024-01-23,2024-02-22,2024-03-23,20,Cancelled
S08183,U08183,2024-05-20,2024-06-19,2024-07-19,50,Cancelled
S08184,U08184,2024-10-15,2024-11-14,2025-03-14,20,Cancelled
S08185,U08185,2024-08-06,2024-09-05,2024-10-05,50,Cancelled
S08186,U08186,2024-04-02,2024-05-02,2024-07-31,0,Cancelled
S08187,U08187,2024-08-25,2024-09-24,2025-03-23,50,Cancelled
S08188,U08188,2024-01-09,2024-02-08,2024-04-08,20,Cancelled
S08189,U08189,2024-12-18,2025-01-17,2025-11-13,50,Cancelled
S08190,U08190,2024-10-15,2024-11-14,2025-07-12,20,Cancelled
S08191,U08191,2024-03-17,2024-04-16,2024-11-12,50,Cancelled
S08192,U08192,2024-08-07,2024-09-06,2024-09-06,0,Cancelled
S08193,U08193,2024-03-15,2024-04-14,2024-05-14,50,Cancelled
S08194,U08194,2024-10-23,2024-11-22,,20,Active
S08195,U08195,2024-02-05,2024-03-06,,0,Active
S08196,U08196,2024-05-07,2024-06-06,2024-07-06,0,Cancelled
S08197,U08197,2024-01-12,2024-02-11,2024-02-11,0,Cancelled
S08198,U08198,2024-06-23,2024-07-23,,0,Active
S08199,U08199,2024-12-20,2025-01-19,2025-07-18,20,Cancelled
S08200,U08200,2024-08-21,2024-09-20,2024-10-20,0,Cancelled
S08201,U08201,2024-06-06,2024-07-06,2025-01-02,50,Cancelled
S08202,U08202,2024-09-22,2024-10-22,2024-11-21,50,Cancelled
S08203,U08203,2024-12-01,2024-12-31,2025-07-29,0,Cancelled
S08204,U08204,2024-05-10,2024-06-09,,20,Active
S08205,U08205,2024-12-22,2025-01-21,2025-02-20,20,Cancelled
S08206,U08206,2024-01-28,2024-02-27,2024-02-27,20,Cancelled
S08207,U08207,2024-02-05,2024-03-06,2024-12-01,50,Cancelled
S08208,U08208,2024-10-10,2024-11-09,2025-01-08,20,Cancelled
S08209,U08209,2024-01-12,2024-02-11,2024-06-10,50,Cancelled
S08210,U08210,2024-07-11,2024-08-10,2024-09-09,0,Cancelled
S08211,U08211,2024-07-13,2024-08-12,2024-11-10,50,Cancelled
S08212,U08212,2024-05-11,2024-06-10,2024-07-10,20,Cancelled
S08213,U08213,2024-08-11,2024-09-10,2024-09-10,50,Cancelled
S08214,U08214,2024-12-28,2025-01-27,2025-01-27,20,Cancelled
S08215,U08215,2024-09-25,2024-10-25,2025-07-22,0,Cancelled
S08216,U08216,2024-07-18,2024-08-17,2024-11-15,20,Cancelled
S08217,U08217,2024-02-07,2024-03-08,2024-03-08,20,Cancelled
S08218,U08218,2024-12-23,2025-01-22,2025-05-22,0,Cancelled
S08219,U08219,2024-01-13,2024-02-12,2024-03-13,20,Cancelled
S08220,U08220,2024-11-01,2024-12-01,2025-01-30,0,Cancelled
S08221,U08221,2024-03-29,2024-04-28,2024-04-28,20,Cancelled
S08222,U08222,2024-08-01,2024-08-31,2024-12-29,0,Cancelled
S08223,U08223,2024-02-19,2024-03-20,2024-04-19,20,Cancelled
S08224,U08224,2024-05-14,2024-06-13,2024-12-10,50,Cancelled
S08225,U08225,2024-06-06,2024-07-06,2024-10-04,50,Cancelled
S08226,U08226,2024-03-12,2024-04-11,2024-06-10,20,Cancelled
S08227,U08227,2024-11-21,2024-12-21,2025-03-21,20,Cancelled
S08228,U08228,2024-08-23,2024-09-22,2024-11-21,20,Cancelled
S08229,U08229,2024-07-22,2024-08-21,2024-09-20,20,Cancelled
S08230,U08230,2024-10-26,2024-11-25,2024-11-25,20,Cancelled
S08231,U08231,2024-02-26,2024-03-27,2024-06-25,50,Cancelled
S08232,U08232,2024-05-26,2024-06-25,,20,Active
S08233,U08233,2024-01-09,2024-02-08,2024-05-08,50,Cancelled
S08234,U08234,2024-06-20,2024-07-20,2025-01-16,20,Cancelled
S08235,U08235,2024-07-23,2024-08-22,2025-01-19,0,Cancelled
S08236,U08236,2024-06-29,2024-07-29,2024-09-27,0,Cancelled
S08237,U08237,2024-10-02,2024-11-01,2025-01-30,0,Cancelled
S08238,U08238,2024-01-19,2024-02-18,2024-02-18,20,Cancelled
S08239,U08239,2024-04-17,2024-05-17,2024-06-16,50,Cancelled
S08240,U08240,2024-03-17,2024-04-16,2024-10-13,20,Cancelled
S08241,U08241,2024-02-21,2024-03-22,2024-04-21,50,Cancelled
S08242,U08242,2024-10-19,2024-11-18,2025-02-16,20,Cancelled
S08243,U08243,2024-07-19,2024-08-18,2025-06-14,0,Cancelled
S08244,U08244,2024-11-26,2024-12-26,2025-07-24,0,Cancelled
S08245,U08245,2024-12-21,2025-01-20,2025-03-21,0,Cancelled
S08246,U08246,2024-12-22,2025-01-21,2025-02-20,0,Cancelled
S08247,U08247,2024-06-22,2024-07-22,2024-09-20,0,Cancelled
S08248,U08248,2024-10-10,2024-11-09,,20,Active
S08249,U08249,2024-01-08,2024-02-07,2024-03-08,20,Cancelled
S08250,U08250,2024-04-14,2024-05-14,2024-06-13,0,Cancelled
S08251,U08251,2024-12-06,2025-01-05,2025-03-06,50,Cancelled
S08252,U08252,2024-04-11,2024-05-11,2024-05-11,20,Cancelled
S08253,U08253,2024-04-13,2024-05-13,2024-05-13,0,Cancelled
S08254,U08254,2024-01-08,2024-02-07,2024-03-08,50,Cancelled
S08255,U08255,2024-01-05,2024-02-04,,50,Active
S08256,U08256,2024-08-19,2024-09-18,2024-12-17,0,Cancelled
S08257,U08257,2024-05-31,2024-06-30,2024-10-28,0,Cancelled
S08258,U08258,2024-08-07,2024-09-06,2025-02-03,0,Cancelled
S08259,U08259,2024-08-17,2024-09-16,2024-09-16,0,Cancelled
S08260,U08260,2024-05-13,2024-06-12,2024-11-09,50,Cancelled
S08261,U08261,2024-03-13,2024-04-12,2024-04-12,50,Cancelled
S08262,U08262,2024-01-03,2024-02-02,2024-08-30,0,Cancelled
S08263,U08263,2024-07-16,2024-08-15,2024-09-14,0,Cancelled
S08264,U08264,2024-11-04,2024-12-04,2025-06-02,0,Cancelled
S08265,U08265,2024-06-06,2024-07-06,2024-11-03,0,Cancelled
S08266,U08266,2024-12-29,2025-01-28,2025-07-27,20,Cancelled
S08267,U08267,2024-03-28,2024-04-27,2024-05-27,20,Cancelled
S08268,U08268,2024-01-08,2024-02-07,2024-03-08,20,Cancelled
S08269,U08269,2024-01-10,2024-02-09,2024-04-09,0,Cancelled
S08270,U08270,2024-09-24,2024-10-24,2025-04-22,50,Cancelled
S08271,U08271,2024-04-28,2024-05-28,,50,Active
S08272,U08272,2024-12-07,2025-01-06,2025-06-05,0,Cancelled
S08273,U08273,2024-10-04,2024-11-03,2025-01-02,0,Cancelled
S08274,U08274,2024-12-23,2025-01-22,2025-08-20,20,Cancelled
S08275,U08275,2024-12-14,2025-01-13,2025-01-13,50,Cancelled
S08276,U08276,2024-07-03,2024-08-02,2024-11-30,0,Cancelled
S08277,U08277,2024-05-30,2024-06-29,2024-09-27,20,Cancelled
S08278,U08278,2024-11-05,2024-12-05,2025-02-03,50,Cancelled
S08279,U08279,2024-04-26,2024-05-26,2024-06-25,0,Cancelled
S08280,U08280,2024-10-04,2024-11-03,2025-06-01,0,Cancelled
S08281,U08281,2024-12-22,2025-01-21,,50,Active
S08282,U08282,2024-08-29,2024-09-28,2024-12-27,50,Cancelled
S08283,U08283,2024-03-28,2024-04-27,2024-10-24,20,Cancelled
S08284,U08284,2024-03-30,2024-04-29,2024-05-29,0,Cancelled
S08285,U08285,2024-06-05,2024-07-05,2024-10-03,50,Cancelled
S08286,U08286,2024-06-24,2024-07-24,2025-01-20,20,Cancelled
S08287,U08287,2024-12-29,2025-01-28,2025-01-28,50,Cancelled
S08288,U08288,2024-01-12,2024-02-11,2024-03-12,0,Cancelled
S08289,U08289,2024-07-07,2024-08-06,2025-01-03,50,Cancelled
S08290,U08290,2024-11-14,2024-12-14,2025-02-12,0,Cancelled
S08291,U08291,2024-07-06,2024-08-05,2025-01-02,0,Cancelled
S08292,U08292,2024-10-17,2024-11-16,2025-03-16,0,Cancelled
S08293,U08293,2024-11-09,2024-12-09,2024-12-09,50,Cancelled
S08294,U08294,2024-10-13,2024-11-12,2024-11-12,0,Cancelled
S08295,U08295,2024-09-14,2024-10-14,2024-11-13,50,Cancelled
S08296,U08296,2024-05-02,2024-06-01,2024-08-30,0,Cancelled
S08297,U08297,2024-11-19,2024-12-19,2025-01-18,0,Cancelled
S08298,U08298,2024-08-13,2024-09-12,2025-05-10,20,Cancelled
S08299,U08299,2024-10-31,2024-11-30,2024-12-30,0,Cancelled
S08300,U08300,2024-12-19,2025-01-18,2025-06-17,50,Cancelled
S08301,U08301,2024-09-11,2024-10-11,2025-04-09,0,Cancelled
S08302,U08302,2024-07-20,2024-08-19,2025-06-15,0,Cancelled
S08303,U08303,2024-11-16,2024-12-16,2025-02-14,50,Cancelled
S08304,U08304,2024-06-19,2024-07-19,,20,Active
S08305,U08305,2024-04-03,2024-05-03,,20,Active
S08306,U08306,2024-03-21,2024-04-20,2024-07-19,0,Cancelled
S08307,U08307,2024-01-01,2024-01-31,2024-06-29,20,Cancelled
S08308,U08308,2024-07-09,2024-08-08,2024-12-06,20,Cancelled
S08309,U08309,2024-06-22,2024-07-22,2024-11-19,20,Cancelled
S08310,U08310,2024-01-26,2024-02-25,2024-07-24,20,Cancelled
S08311,U08311,2024-08-02,2024-09-01,2024-10-31,20,Cancelled
S08312,U08312,2024-11-18,2024-12-18,2025-01-17,50,Cancelled
S08313,U08313,2024-02-28,2024-03-29,2024-06-27,0,Cancelled
S08314,U08314,2024-04-07,2024-05-07,2024-09-04,20,Cancelled
S08315,U08315,2024-03-06,2024-04-05,2024-12-31,50,Cancelled
S08316,U08316,2024-12-17,2025-01-16,,20,Active
S08317,U08317,2024-12-02,2025-01-01,2025-01-01,0,Cancelled
S08318,U08318,2024-12-30,2025-01-29,2025-07-28,0,Cancelled
S08319,U08319,2024-10-09,2024-11-08,2025-02-06,20,Cancelled
S08320,U08320,2024-08-20,2024-09-19,2024-10-19,50,Cancelled
S08321,U08321,2024-04-25,2024-05-25,2024-09-22,20,Cancelled
S08322,U08322,2024-06-28,2024-07-28,2024-12-25,50,Cancelled
S08323,U08323,2024-05-07,2024-06-06,2024-07-06,20,Cancelled
S08324,U08324,2024-07-08,2024-08-07,2025-02-03,0,Cancelled
S08325,U08325,2024-10-01,2024-10-31,2025-02-28,50,Cancelled
S08326,U08326,2024-01-14,2024-02-13,2024-02-13,20,Cancelled
S08327,U08327,2024-01-27,2024-02-26,2024-08-24,50,Cancelled
S08328,U08328,2024-10-16,2024-11-15,2024-11-15,20,Cancelled
S08329,U08329,2024-11-11,2024-12-11,2025-05-10,50,Cancelled
S08330,U08330,2024-08-20,2024-09-19,,0,Active
S08331,U08331,2024-09-02,2024-10-02,2025-03-01,50,Cancelled
S08332,U08332,2024-10-11,2024-11-10,2025-08-07,0,Cancelled
S08333,U08333,2024-11-11,2024-12-11,2025-02-09,50,Cancelled
S08334,U08334,2024-08-30,2024-09-29,2024-09-29,20,Cancelled
S08335,U08335,2024-09-17,2024-10-17,2025-01-15,20,Cancelled
S08336,U08336,2024-04-27,2024-05-27,2024-06-26,0,Cancelled
S08337,U08337,2024-10-15,2024-11-14,2024-12-14,50,Cancelled
S08338,U08338,2024-12-17,2025-01-16,2025-09-13,50,Cancelled
S08339,U08339,2024-07-27,2024-08-26,2024-08-26,0,Cancelled
S08340,U08340,2024-01-04,2024-02-03,2024-03-04,20,Cancelled
S08341,U08341,2024-06-06,2024-07-06,2025-05-02,0,Cancelled
S08342,U08342,2024-08-07,2024-09-06,2025-01-04,50,Cancelled
S08343,U08343,2024-05-27,2024-06-26,2024-10-24,20,Cancelled
S08344,U08344,2024-08-25,2024-09-24,,20,Active
S08345,U08345,2024-05-06,2024-06-05,2024-12-02,50,Cancelled
S08346,U08346,2024-12-03,2025-01-02,2025-07-31,50,Cancelled
S08347,U08347,2024-12-21,2025-01-20,2025-02-19,20,Cancelled
S08348,U08348,2024-09-10,2024-10-10,2024-10-10,50,Cancelled
S08349,U08349,2024-02-23,2024-03-24,2024-10-20,0,Cancelled
S08350,U08350,2024-12-15,2025-01-14,2025-03-15,50,Cancelled
S08351,U08351,2024-05-08,2024-06-07,2025-04-03,20,Cancelled
S08352,U08352,2024-09-01,2024-10-01,2024-12-30,50,Cancelled
